vehicle_type,weight,max_load_capacity,passenger_count,cargo_weight,road_condition,weather,region,overloaded
heavy vehicle,5572.2884970822415,16021.643858006984,1,8473.060731219879,excellent,clear,urban,Not Overloaded
4-wheeler 7-seater,1790.232702297934,663.7848208173833,2,749.5905739069697,good,clear,highway,Overloaded
heavy vehicle,5326.43767878384,17423.583354406528,2,9917.128032697492,good,clear,suburban,Not Overloaded
heavy vehicle,5488.152139260708,16315.980618033598,2,8224.82594082726,excellent,clear,suburban,Not Overloaded
2-wheeler,151.04947000762243,210.2132641748806,2,81.8892052973756,poor,clear,coastal,Overloaded
4-wheeler 5-seater,1203.5108600131978,440.5946983746799,3,334.19219446347637,average,windy,highway,Overloaded
delivery vehicle,3345.19501913602,4800.025848359985,1,6335.390023441793,average,rainy,urban,Overloaded
heavy vehicle,5647.8568695606045,19135.184479967458,2,10797.91940842067,good,clear,suburban,Not Overloaded
heavy vehicle,6517.278377059241,15907.48496604954,2,9049.913978450782,excellent,clear,highway,Not Overloaded
4-wheeler 5-seater,1185.3998424068575,611.5224343955457,5,302.73315723726296,very poor,extreme,desert,Overloaded
heavy vehicle,5381.098720132758,16429.872320883653,1,10192.07088291042,good,clear,highway,Not Overloaded
heavy vehicle,5453.239484391989,16688.066220461904,1,9828.66123055603,excellent,clear,highway,Not Overloaded
heavy vehicle,5241.0181826065555,17120.173438377173,2,10440.734023646333,excellent,clear,highway,Not Overloaded
heavy vehicle,5492.195919384497,19935.163747872666,1,13361.956023765235,excellent,clear,urban,Not Overloaded
heavy vehicle,6293.415832443418,19477.885543824916,2,11110.222038957929,excellent,clear,highway,Not Overloaded
heavy vehicle,5359.501927230442,14962.535173679968,1,20769.957718259568,excellent,clear,suburban,Overloaded
heavy vehicle,6068.341055642597,18277.627621043845,1,10222.057153177575,excellent,clear,coastal,Not Overloaded
4-wheeler 5-seater,1444.6273400382604,655.4240862151651,2,620.8123814718459,good,snowy,urban,Overloaded
4-wheeler 5-seater,1338.4879646338713,644.7783241100586,4,517.7877836057482,good,foggy,highway,Overloaded
heavy vehicle,7402.632873719891,17989.724493399102,2,10206.623475872357,excellent,clear,highway,Not Overloaded
heavy vehicle,10667.452539789725,15340.493538183033,2,19504.631160278852,average,snowy,urban,Overloaded
heavy vehicle,7561.028918841124,17630.088158570088,1,9872.754517333036,excellent,clear,highway,Not Overloaded
heavy vehicle,5135.579374819747,18391.02762535782,1,10117.014685524486,good,clear,desert,Not Overloaded
delivery vehicle,4942.906925270288,4728.018676295182,3,6531.258216540405,average,extreme,rural,Overloaded
heavy vehicle,8849.863542726936,16092.7980374005,2,17648.83296453635,good,windy,suburban,Overloaded
heavy vehicle,6001.337296009219,18511.764776537035,2,10602.86291664847,excellent,clear,urban,Not Overloaded
2-wheeler,140.80221120279447,163.1942872761534,1,121.48915338766852,excellent,extreme,rural,Overloaded
4-wheeler 7-seater,2142.153234851371,819.6272013442906,2,825.3863092093271,very poor,rainy,coastal,Overloaded
heavy vehicle,11322.588861970338,13092.785169257522,1,17200.7191321157,average,extreme,rural,Overloaded
delivery vehicle,3868.41784998173,2086.714697254675,1,2493.376979862412,average,foggy,highway,Overloaded
4-wheeler 7-seater,1994.4871985040172,738.6490660011266,3,640.2460804792876,average,snowy,highway,Overloaded
4-wheeler 7-seater,1937.7496877710755,945.2711104939933,2,1081.67589762371,poor,windy,rural,Overloaded
heavy vehicle,6149.47698394874,19585.12202966504,1,10078.877218116966,excellent,windy,urban,Not Overloaded
delivery vehicle,4028.060641598877,2811.5050015380602,1,4089.0018927290307,excellent,clear,urban,Overloaded
4-wheeler 5-seater,1058.8839944481983,671.0900594057191,5,372.40732216740184,very poor,foggy,suburban,Overloaded
heavy vehicle,5059.236730846928,16353.079679923234,1,8290.629910106463,poor,clear,highway,Not Overloaded
4-wheeler 5-seater,1171.3396327375353,582.800678395037,2,564.4048091099156,poor,snowy,desert,Overloaded
heavy vehicle,5786.6980531990275,17532.76099277997,1,9426.113152902923,excellent,windy,suburban,Not Overloaded
heavy vehicle,5771.727718616553,17294.353930470905,1,8806.460400379907,excellent,clear,urban,Not Overloaded
heavy vehicle,5799.230601737156,19259.76779745955,1,10037.239912299636,average,windy,highway,Not Overloaded
heavy vehicle,5106.038016923024,17713.559358822444,2,9006.46189331814,excellent,rainy,highway,Not Overloaded
heavy vehicle,5303.670559445611,19970.513862810974,1,10017.836645263416,poor,clear,urban,Not Overloaded
heavy vehicle,7459.622093804072,19497.936901573223,1,11475.927612670504,excellent,clear,highway,Not Overloaded
4-wheeler 7-seater,2088.0611328835757,752.9872113462102,1,905.9899031048525,excellent,rainy,mountainous,Overloaded
delivery vehicle,4310.754495000896,4339.1247048561745,3,6039.44687934289,very poor,rainy,rural,Overloaded
heavy vehicle,8048.261766183965,19823.23681735069,1,24893.35429857768,good,clear,suburban,Overloaded
4-wheeler 5-seater,953.4828196118935,652.317437656619,3,531.1288154311083,excellent,foggy,coastal,Overloaded
delivery vehicle,3995.29935203074,2658.7824114303075,1,3683.827298007389,good,extreme,mountainous,Overloaded
4-wheeler 5-seater,1439.4430757186449,576.0800113178242,4,407.9949379535075,excellent,clear,mountainous,Overloaded
heavy vehicle,5427.469819213181,16363.786765581639,1,8627.519718874591,good,clear,suburban,Not Overloaded
heavy vehicle,6888.59038892868,19642.724934109086,2,10785.155522536408,excellent,clear,suburban,Not Overloaded
4-wheeler 5-seater,1436.9513871566216,673.4516603107038,2,597.1708277192457,poor,extreme,mountainous,Overloaded
4-wheeler 5-seater,1486.7801806586353,437.7736172286632,5,121.59412471683599,excellent,rainy,desert,Overloaded
4-wheeler 7-seater,2144.263333933943,999.5823217930707,1,1244.4352934024157,excellent,snowy,suburban,Overloaded
heavy vehicle,6160.706881974866,15022.448644003798,1,8010.404302033488,excellent,clear,highway,Not Overloaded
heavy vehicle,6904.067039127918,19529.36786032677,1,11917.207938930147,excellent,clear,suburban,Not Overloaded
4-wheeler 7-seater,2362.5741419830556,651.2756348735862,7,241.4985865059532,excellent,rainy,coastal,Overloaded
2-wheeler,143.6510509468669,208.41786817421354,1,193.92333386794326,poor,clear,highway,Overloaded
heavy vehicle,7252.848098268996,19673.142785892276,2,11478.558512798496,excellent,clear,highway,Not Overloaded
heavy vehicle,6498.052947341521,17368.416187304363,2,9211.19242847233,good,clear,suburban,Not Overloaded
heavy vehicle,5277.470163375473,18658.83295430032,1,11786.44655313548,excellent,clear,highway,Not Overloaded
heavy vehicle,5542.169814228055,18962.494948087115,2,9928.065147763746,good,windy,highway,Not Overloaded
heavy vehicle,5710.487043826271,19473.427179132348,2,10799.012927566664,excellent,clear,highway,Not Overloaded
delivery vehicle,3978.8248632467494,4067.039106482785,3,5081.092693608105,poor,clear,desert,Overloaded
2-wheeler,131.7805194782955,177.88420410941953,2,47.55744528742722,excellent,extreme,coastal,Overloaded
delivery vehicle,4352.986595522141,3590.758458985501,1,4397.40241407677,good,clear,desert,Overloaded
heavy vehicle,5185.882457737192,19478.291653564323,1,12223.96491702015,excellent,clear,rural,Not Overloaded
delivery vehicle,3035.4259661549077,4060.201946293843,2,4890.352742323792,very poor,windy,highway,Overloaded
heavy vehicle,5674.061564491156,18424.900795231133,2,11014.38059296379,excellent,clear,suburban,Not Overloaded
heavy vehicle,5418.829560705975,19647.505978490095,2,11527.688764885504,good,clear,suburban,Not Overloaded
heavy vehicle,8012.091566764844,19008.059590462468,2,10319.214498950418,excellent,clear,highway,Not Overloaded
2-wheeler,148.14664148330928,178.0069047854241,1,137.12250737244344,average,foggy,coastal,Overloaded
heavy vehicle,5051.57067010969,16938.421076445426,2,8799.344658656602,excellent,rainy,urban,Not Overloaded
heavy vehicle,6609.307440655733,18413.470827064753,1,9759.271295414723,excellent,clear,suburban,Not Overloaded
heavy vehicle,6174.432679816255,17805.651839181253,2,9765.564343347158,average,clear,highway,Not Overloaded
4-wheeler 7-seater,1902.8494529493864,659.8120569143045,6,316.7847169373272,very poor,rainy,coastal,Overloaded
4-wheeler 5-seater,1232.7375771380946,615.6008328748852,1,786.6275606339625,very poor,clear,coastal,Overloaded
delivery vehicle,4645.045692929296,4803.96643933206,3,5273.23250658016,good,extreme,desert,Overloaded
delivery vehicle,2509.8886543612302,2772.5201245394746,3,2989.0464740552566,poor,windy,coastal,Overloaded
heavy vehicle,7207.195092129916,17408.136299148286,1,8910.922691178394,excellent,clear,suburban,Not Overloaded
4-wheeler 7-seater,2344.023719262918,622.6159670294478,3,571.8010439777072,poor,rainy,suburban,Overloaded
heavy vehicle,5115.445510466438,19609.767822464142,1,10785.699345548752,average,clear,coastal,Not Overloaded
heavy vehicle,5742.472182920221,18849.24104696335,1,10409.634975281817,excellent,clear,coastal,Not Overloaded
heavy vehicle,10772.785781861745,17495.86081363824,2,21769.069494322513,average,extreme,urban,Overloaded
heavy vehicle,6577.579865253483,19505.269956001015,1,9724.096793046527,average,clear,highway,Not Overloaded
heavy vehicle,6183.320368185882,17872.11826954666,2,9124.065591018885,good,clear,highway,Not Overloaded
heavy vehicle,5007.775391815268,14815.493887031138,2,7698.843375598198,excellent,rainy,highway,Not Overloaded
heavy vehicle,5865.83537940446,10379.89438865806,1,11495.944846858501,average,clear,urban,Overloaded
heavy vehicle,5093.263416720148,14799.68258678851,2,7458.474989364751,excellent,clear,desert,Not Overloaded
heavy vehicle,5880.257677091796,18443.65093757131,2,9476.78296791348,excellent,windy,highway,Not Overloaded
4-wheeler 7-seater,2273.064608316643,861.9802168595043,1,1111.4695895412879,good,snowy,coastal,Overloaded
heavy vehicle,7233.267126664703,10722.567716909913,1,12216.75801877521,excellent,foggy,urban,Overloaded
heavy vehicle,5374.541696749549,18876.92434236961,1,9515.359870713215,poor,clear,highway,Not Overloaded
4-wheeler 7-seater,1833.1200181110096,782.2099558823058,3,788.5227989660159,very poor,foggy,highway,Overloaded
heavy vehicle,7104.769845066026,19033.98085017022,2,11071.28280355535,excellent,clear,highway,Not Overloaded
2-wheeler,101.9163227100346,214.55165163717578,2,106.66568064991142,poor,windy,highway,Overloaded
4-wheeler 5-seater,1064.1971580717527,668.5923370229328,5,389.210497498174,good,windy,urban,Overloaded
delivery vehicle,3293.294342681851,4591.992156414937,2,6160.8727742478895,good,extreme,rural,Overloaded
heavy vehicle,10617.49683430764,16143.062375620837,1,23104.511441767878,average,foggy,desert,Overloaded
heavy vehicle,7247.786739565754,15369.300364677154,1,7855.047124813426,excellent,clear,highway,Not Overloaded
delivery vehicle,3199.1948533445498,2422.5993958913314,1,3399.382364725456,average,foggy,highway,Overloaded
2-wheeler,182.09114299869242,220.30760197526476,2,111.4152661098882,average,clear,desert,Overloaded
heavy vehicle,6985.1534503742205,14235.401668486467,1,17762.180464068,excellent,snowy,desert,Overloaded
heavy vehicle,5598.046607149455,19498.814756880336,1,10257.122899287715,poor,clear,highway,Not Overloaded
heavy vehicle,5464.882204859133,17913.829915364026,1,9195.77457545201,excellent,clear,rural,Not Overloaded
heavy vehicle,5022.838839882731,19335.134022922168,2,9986.792413435369,good,windy,rural,Not Overloaded
heavy vehicle,5156.089811142825,17092.00452171085,1,9203.400539047245,good,clear,rural,Not Overloaded
heavy vehicle,6739.271379436486,18680.266872676548,1,11647.304108742073,excellent,clear,highway,Not Overloaded
4-wheeler 7-seater,2352.4659820488446,816.0888785569213,1,1061.3313215748424,very poor,windy,highway,Overloaded
heavy vehicle,6141.30529468829,19411.029555929475,2,11661.437506695424,excellent,clear,suburban,Not Overloaded
4-wheeler 5-seater,1377.490700358438,583.773139475175,4,454.6129843576528,poor,snowy,suburban,Overloaded
heavy vehicle,5131.23072297113,18159.15434440929,2,9245.543735622987,good,rainy,urban,Not Overloaded
4-wheeler 5-seater,1356.461650231544,646.482164323627,2,627.4846590974231,very poor,rainy,mountainous,Overloaded
delivery vehicle,2693.1212247766307,2623.4012672622252,1,3490.8480683913804,very poor,rainy,urban,Overloaded
heavy vehicle,5659.790081872182,17110.62080971477,1,9006.545527926895,excellent,clear,highway,Not Overloaded
heavy vehicle,6038.678311515857,15828.17603563521,1,8196.402993891228,excellent,clear,coastal,Not Overloaded
4-wheeler 5-seater,1029.8431137058053,591.6752106044291,1,601.1812749179808,poor,snowy,urban,Overloaded
heavy vehicle,5055.786490192547,18758.638273051147,1,10810.39146383584,excellent,clear,highway,Not Overloaded
heavy vehicle,7651.468819710311,19864.448135951086,1,10840.912891183798,excellent,clear,highway,Not Overloaded
delivery vehicle,4563.244176171167,4940.989931965386,1,6189.592384455783,good,windy,desert,Overloaded
heavy vehicle,5465.968179018168,15466.687511477088,2,8701.197950319282,excellent,clear,highway,Not Overloaded
4-wheeler 7-seater,1867.9741526401785,615.9854012063252,4,488.85547569584253,poor,rainy,highway,Overloaded
heavy vehicle,6196.888887526236,17169.51273804678,1,8760.087393356882,excellent,clear,urban,Not Overloaded
heavy vehicle,5223.730339271679,19282.270986720578,1,10364.972216038617,excellent,foggy,suburban,Not Overloaded
heavy vehicle,6490.499787416697,19736.78749756254,1,10184.68405215851,excellent,windy,highway,Not Overloaded
4-wheeler 7-seater,1893.0640481670357,733.4422439951456,5,463.3975224851482,excellent,clear,coastal,Overloaded
heavy vehicle,5272.231307930571,19344.505089313254,2,10813.692097646755,average,clear,urban,Not Overloaded
heavy vehicle,5375.697746134554,19063.567938932993,2,12714.247381596824,excellent,clear,suburban,Not Overloaded
2-wheeler,169.0959580269258,241.55808741365854,1,235.84044854196318,good,snowy,coastal,Overloaded
heavy vehicle,5725.016093261379,17179.8099055521,2,8894.099496885792,excellent,windy,urban,Not Overloaded
heavy vehicle,6478.917467905827,16863.544831476913,1,9818.967344062356,excellent,clear,suburban,Not Overloaded
4-wheeler 7-seater,2055.0175407214365,792.8663714383165,2,950.9108180757657,very poor,snowy,coastal,Overloaded
delivery vehicle,3590.3008572772924,4968.677633498632,2,5974.093099557382,poor,windy,rural,Overloaded
heavy vehicle,5052.2217847892525,16962.250173891145,2,8764.58612072326,average,clear,coastal,Not Overloaded
heavy vehicle,5635.385247368485,16046.970641037675,2,8415.696164568119,average,clear,highway,Not Overloaded
heavy vehicle,6194.494874041999,17803.55556050119,2,8971.525460590998,excellent,clear,suburban,Not Overloaded
4-wheeler 5-seater,1279.9424831895071,563.8366179047098,3,512.3779092842041,excellent,clear,desert,Overloaded
heavy vehicle,5150.400185699691,18559.88348303955,1,9461.282521513307,average,clear,coastal,Not Overloaded
4-wheeler 7-seater,2397.6917276762288,732.1659883402755,3,713.7689300779507,poor,rainy,coastal,Overloaded
heavy vehicle,6490.034177179038,19620.641537263655,1,10844.419272879812,good,clear,urban,Not Overloaded
2-wheeler,102.6590327665192,232.21311115187314,1,196.63680291811156,good,windy,highway,Overloaded
heavy vehicle,6191.456683972059,19267.9876198867,1,11177.512980893951,excellent,clear,urban,Not Overloaded
heavy vehicle,6324.482898226118,18749.400968817215,2,11060.081674965633,excellent,clear,suburban,Not Overloaded
heavy vehicle,5022.104492402242,17897.258091072963,1,9468.788573445243,good,clear,suburban,Not Overloaded
delivery vehicle,4498.374096843182,4650.502218443296,2,5767.427966021718,excellent,windy,urban,Overloaded
4-wheeler 7-seater,1531.278535696134,801.2784832902389,6,437.1313501012182,good,snowy,rural,Overloaded
heavy vehicle,5903.740143605068,15602.415568615103,2,8319.805908227936,excellent,clear,rural,Not Overloaded
2-wheeler,185.7032985409898,194.5810220415508,1,177.78500299800078,average,extreme,coastal,Overloaded
4-wheeler 5-seater,1291.1875275277175,448.4636133445746,2,460.2896943130393,very poor,clear,rural,Overloaded
2-wheeler,152.88005070552546,204.10014766378342,1,188.5842003799965,average,snowy,coastal,Overloaded
heavy vehicle,5042.945853601999,17696.885623594797,1,8996.761218494414,excellent,rainy,coastal,Not Overloaded
2-wheeler,140.73885981853115,244.48810311396255,2,124.70315167580766,good,clear,mountainous,Overloaded
heavy vehicle,5043.552569813651,16768.32025833237,2,9613.96956680826,excellent,windy,highway,Not Overloaded
delivery vehicle,2579.1841193268515,3454.8417885548038,2,4448.662104615471,poor,snowy,coastal,Overloaded
heavy vehicle,5774.713955868736,18317.103748282025,1,10017.650899818389,excellent,clear,urban,Not Overloaded
heavy vehicle,5907.163746271031,18015.280951743698,2,9937.675972428808,good,clear,suburban,Not Overloaded
4-wheeler 7-seater,1864.1970169118313,720.8230443984077,7,301.8203189277388,average,windy,desert,Overloaded
2-wheeler,172.1620195649578,198.23769109200026,2,84.22392540253918,excellent,windy,urban,Overloaded
heavy vehicle,5012.231667119762,18261.25893886362,1,10102.518445730231,average,clear,suburban,Not Overloaded
4-wheeler 5-seater,948.338019717736,657.0397740868374,1,673.2304183654929,excellent,extreme,urban,Overloaded
2-wheeler,194.56719991913516,211.9773157959131,1,194.60297987776252,good,snowy,coastal,Overloaded
2-wheeler,113.208012512783,220.79835712163762,1,223.6027179586326,very poor,clear,highway,Overloaded
heavy vehicle,5068.0375509460255,14241.584418056165,1,7334.529435941874,good,clear,highway,Not Overloaded
4-wheeler 5-seater,938.3934182269054,415.5460298291806,5,96.70639224653884,poor,extreme,coastal,Overloaded
heavy vehicle,5244.723429180469,14511.884449275227,2,7573.171824745534,good,clear,highway,Not Overloaded
heavy vehicle,11335.353591493622,16405.366254618202,1,20573.87718771967,very poor,windy,desert,Overloaded
delivery vehicle,4241.335201810294,2547.6951766501857,3,3228.9347096017295,good,snowy,urban,Overloaded
heavy vehicle,5415.952899989793,19646.422847276237,1,10927.309847479473,good,clear,urban,Not Overloaded
2-wheeler,173.6370580418314,185.48171072980142,2,59.573470913690166,excellent,rainy,highway,Overloaded
heavy vehicle,5223.453293099535,19696.196177601072,1,11980.010026495887,average,clear,suburban,Not Overloaded
4-wheeler 5-seater,1458.1771820870517,654.0741784719471,4,458.81850334970227,good,snowy,suburban,Overloaded
heavy vehicle,5019.72527782773,15792.137437272755,2,8332.243221874101,good,clear,suburban,Not Overloaded
heavy vehicle,5551.44760116234,18090.40791203494,1,9427.845314451455,average,clear,rural,Not Overloaded
heavy vehicle,7279.841173612677,19092.364722178445,1,10075.348961587842,good,clear,highway,Not Overloaded
heavy vehicle,7492.741499715126,19982.608026771108,1,11026.821780330722,excellent,clear,highway,Not Overloaded
4-wheeler 5-seater,1224.6893193423448,464.32971172457087,1,503.0932438497442,good,extreme,mountainous,Overloaded
delivery vehicle,2738.5806506843337,2196.313063218888,3,2501.9720471623236,average,snowy,desert,Overloaded
heavy vehicle,5111.56615835004,19843.325344869747,1,10874.293844340014,good,clear,highway,Not Overloaded
4-wheeler 5-seater,897.5069216184813,510.0728411616558,2,495.35725857160844,excellent,extreme,mountainous,Overloaded
4-wheeler 7-seater,2431.4847870496633,908.5122719423377,6,646.2791033511849,average,windy,urban,Overloaded
heavy vehicle,9452.809813894288,12530.025136070348,2,17337.628907670318,excellent,windy,desert,Overloaded
heavy vehicle,5875.929225098674,18027.465161622895,1,10058.604463648247,excellent,clear,rural,Not Overloaded
2-wheeler,110.27468662550405,237.23802407083753,2,114.29334593657255,very poor,rainy,urban,Overloaded
heavy vehicle,5684.069095266232,18206.683163187703,2,9724.506004723078,good,windy,highway,Not Overloaded
2-wheeler,185.18714693065647,198.2983243973353,2,78.57233383995033,very poor,snowy,rural,Overloaded
4-wheeler 5-seater,987.0940079202993,570.0554540970124,2,480.43207584136474,poor,clear,desert,Overloaded
heavy vehicle,7565.556869033249,17055.719078349066,1,8566.941319324671,excellent,clear,urban,Not Overloaded
heavy vehicle,5023.6103381876,17029.077314541337,2,8788.721597066684,good,windy,highway,Not Overloaded
delivery vehicle,3959.010391713776,4955.5931463851775,1,5777.132890176068,very poor,windy,coastal,Overloaded
heavy vehicle,8238.881041823584,19959.557509045095,1,29340.877417840766,good,rainy,highway,Overloaded
heavy vehicle,7648.332230542296,11367.691612976507,1,13852.89638326937,good,extreme,urban,Overloaded
heavy vehicle,11416.29051271176,12715.070372326056,1,18626.95634732909,poor,rainy,urban,Overloaded
4-wheeler 7-seater,2102.805131151612,754.966143932826,7,366.36442533970785,very poor,rainy,mountainous,Overloaded
heavy vehicle,6772.428077304498,19207.562327016934,1,11165.511713536183,excellent,clear,urban,Not Overloaded
heavy vehicle,6409.621748644928,19015.25718098405,1,9521.684569154633,good,clear,suburban,Not Overloaded
heavy vehicle,6342.750380982299,18075.6540079152,1,9006.376642745874,excellent,clear,rural,Not Overloaded
heavy vehicle,5832.254644243516,17763.79062842392,2,9035.864867695449,excellent,clear,urban,Not Overloaded
heavy vehicle,8522.483484465663,19565.11225388015,1,10221.113747345049,excellent,clear,suburban,Not Overloaded
heavy vehicle,5021.21221023957,13339.571763707529,1,8082.219728439972,excellent,clear,highway,Not Overloaded
heavy vehicle,5935.460408628398,19789.488384171316,2,12135.866112947497,good,clear,highway,Not Overloaded
heavy vehicle,6001.276888744608,18417.679665335905,2,10987.372354906689,excellent,clear,urban,Not Overloaded
heavy vehicle,5219.990697598457,16823.399261261417,2,9615.239446431488,excellent,windy,highway,Not Overloaded
4-wheeler 5-seater,985.4640229744441,519.6137162015928,5,245.89351917986872,poor,extreme,urban,Overloaded
2-wheeler,145.54069515176138,240.15561737762363,1,243.34734528824612,excellent,windy,highway,Overloaded
heavy vehicle,5967.326341034069,9920.289792490239,1,12212.212844515201,poor,extreme,highway,Overloaded
heavy vehicle,5650.2745658442145,19078.829481184905,1,10050.172816753406,good,rainy,highway,Not Overloaded
delivery vehicle,2830.838063390005,2984.4944303581715,3,3659.6620064978124,poor,extreme,desert,Overloaded
delivery vehicle,3547.799823567552,3473.462469806961,1,5085.073357074296,good,clear,rural,Overloaded
heavy vehicle,5604.0603885825,19266.52052050233,1,11339.27962528563,good,clear,urban,Not Overloaded
heavy vehicle,6018.876869039939,19231.042766686478,1,13019.815158623469,excellent,clear,highway,Not Overloaded
delivery vehicle,2773.5047090088133,2913.2101981080596,2,3276.7501936643334,good,clear,urban,Overloaded
2-wheeler,150.17526565758226,170.10685698048087,1,111.39766730075209,average,extreme,mountainous,Overloaded
heavy vehicle,5099.178258990112,19446.87115136566,1,10182.442718145063,average,windy,highway,Not Overloaded
delivery vehicle,4023.450579464674,3070.5436237378162,1,4388.122909908638,good,snowy,mountainous,Overloaded
heavy vehicle,6745.881726298762,19159.72269207763,1,9809.313090656527,average,clear,suburban,Not Overloaded
heavy vehicle,5501.305507369005,19913.88686906531,1,9976.052939490763,excellent,clear,highway,Not Overloaded
4-wheeler 5-seater,1250.8179542841758,527.1450126626958,3,362.7590740428862,excellent,foggy,mountainous,Overloaded
4-wheeler 5-seater,1182.9750441938138,558.3353344686177,5,257.9251226666588,poor,snowy,suburban,Overloaded
heavy vehicle,6665.065796006631,18061.81685360283,2,8981.654981218682,excellent,clear,rural,Not Overloaded
heavy vehicle,5302.293693921104,18420.567742069157,1,11618.942343717867,good,clear,suburban,Not Overloaded
heavy vehicle,5584.231092105223,19910.892475404507,1,12764.739990789622,good,clear,highway,Not Overloaded
4-wheeler 7-seater,2140.2665774374336,636.8733346882065,6,242.32877242258937,good,clear,rural,Overloaded
4-wheeler 5-seater,1429.3700699074452,510.1651526850372,4,308.94461228059725,very poor,clear,mountainous,Overloaded
4-wheeler 7-seater,1933.1824299615826,909.1306004295975,5,787.6160998814238,average,windy,suburban,Overloaded
heavy vehicle,9052.542185401187,15003.487602839356,1,19287.857081755443,good,extreme,desert,Overloaded
4-wheeler 7-seater,1943.2537574084367,623.6886546727892,6,280.4130372112633,very poor,snowy,suburban,Overloaded
heavy vehicle,5695.732820067723,14331.123738371774,2,7179.370313131299,excellent,clear,suburban,Not Overloaded
heavy vehicle,5886.84127349137,14302.797565753546,2,7752.998155615045,excellent,clear,highway,Not Overloaded
4-wheeler 7-seater,2138.538990928122,853.4231113475099,4,634.706107960807,average,foggy,highway,Overloaded
heavy vehicle,5807.476411226263,16234.4868596086,2,9022.59432995316,good,clear,highway,Not Overloaded
heavy vehicle,5454.77186442422,12291.499664973384,2,13559.400691491563,good,clear,coastal,Overloaded
heavy vehicle,5178.323846425605,15832.233394124187,2,8407.573861345669,average,clear,urban,Not Overloaded
heavy vehicle,5389.3209993703085,17442.9990448409,2,8846.933735841118,excellent,foggy,highway,Not Overloaded
heavy vehicle,5036.575640601877,15812.03050607749,1,9206.854825512859,good,clear,urban,Not Overloaded
heavy vehicle,6948.296948611814,19918.804606880432,1,9935.113296442803,excellent,clear,desert,Not Overloaded
heavy vehicle,5456.763867359216,17910.113222745764,1,9893.80008391854,excellent,clear,urban,Not Overloaded
2-wheeler,147.09280236448564,204.41870181986184,2,76.74604167599453,average,extreme,highway,Overloaded
heavy vehicle,5869.462278094852,19474.04072222975,1,10550.494975445417,average,clear,highway,Not Overloaded
heavy vehicle,7147.368179803185,18611.073962097493,1,9353.857986742649,good,clear,urban,Not Overloaded
2-wheeler,151.00680852432873,206.09862001948957,1,171.89265261795046,poor,foggy,highway,Overloaded
heavy vehicle,5302.327462170113,18999.074277175117,2,10292.35080850973,good,clear,suburban,Not Overloaded
heavy vehicle,5277.647050168546,15581.442318825735,1,8768.88000734648,excellent,clear,rural,Not Overloaded
heavy vehicle,5290.35142717373,15310.680542966376,1,8292.343054218261,excellent,clear,highway,Not Overloaded
4-wheeler 7-seater,1853.783981004117,805.28149529198,1,913.7768290124212,poor,extreme,suburban,Overloaded
4-wheeler 5-seater,1476.7006023526174,659.6474881876163,4,449.35842164743985,excellent,clear,mountainous,Overloaded
4-wheeler 7-seater,2009.4467808011334,615.9112052717778,1,817.6732703034332,average,rainy,coastal,Overloaded
heavy vehicle,5431.885501278411,19714.01321089138,1,10555.744872553047,good,windy,urban,Not Overloaded
heavy vehicle,6074.936848629328,18438.29088763286,1,9587.820793262708,excellent,windy,highway,Not Overloaded
heavy vehicle,7517.916211959179,16384.450960243077,1,8203.651764681419,excellent,clear,suburban,Not Overloaded
2-wheeler,153.62542646158352,230.81629362212158,2,124.5820945196571,excellent,clear,highway,Overloaded
heavy vehicle,6633.993611501572,19351.03442220718,1,9942.204817042086,excellent,clear,rural,Not Overloaded
delivery vehicle,3542.860744386121,2039.213698543157,2,2826.169896621918,average,foggy,highway,Overloaded
heavy vehicle,6078.414895810892,16590.77679493381,1,9255.034729267958,excellent,clear,urban,Not Overloaded
heavy vehicle,10134.10608464804,17459.904707908187,2,19306.83137277282,good,foggy,suburban,Overloaded
heavy vehicle,6590.647761489564,19501.887119832845,1,10746.5743602607,excellent,clear,rural,Not Overloaded
heavy vehicle,6589.907622454077,17654.183885862527,2,10618.336892228355,excellent,clear,highway,Not Overloaded
2-wheeler,122.68023818654498,170.5071551417715,1,129.16279298497903,very poor,rainy,mountainous,Overloaded
delivery vehicle,2634.64810233216,4819.227869536339,3,5427.12378580534,good,snowy,rural,Overloaded
4-wheeler 5-seater,808.5761842499879,448.5884296891187,2,425.6655135294526,average,windy,mountainous,Overloaded
heavy vehicle,5230.453557241228,14107.88880861396,2,7862.0897276001615,excellent,clear,highway,Not Overloaded
4-wheeler 7-seater,1930.8396255012506,770.396630495745,5,624.1706491016774,good,windy,rural,Overloaded
heavy vehicle,9953.87951825207,10207.527087237906,1,11533.374095377274,poor,foggy,highway,Overloaded
heavy vehicle,6174.713907659039,19250.34496617762,2,10934.245473493811,excellent,clear,rural,Not Overloaded
heavy vehicle,6861.095284329263,18934.55931072835,1,10990.981370363032,good,clear,highway,Not Overloaded
heavy vehicle,5094.5370775606625,18916.76442684383,2,10093.680877508605,average,clear,rural,Not Overloaded
heavy vehicle,5649.874252805215,19148.067600067905,1,9980.071501702532,excellent,windy,highway,Not Overloaded
4-wheeler 7-seater,2151.999343559033,798.6389118305319,2,792.2345147623239,poor,snowy,rural,Overloaded
heavy vehicle,5427.654875409952,16203.89920014634,2,8622.067706130325,average,clear,suburban,Not Overloaded
heavy vehicle,9237.156034839505,15217.41002720578,2,22449.01716956314,excellent,windy,coastal,Overloaded
